id;Firstname;Lastname;Adress;RegistrationDate;Revenue;States
6421;George;Taylor;Redwood Highway;27/08/2004;39064;WI
6422;George;Harrison;Harbor Dr;05/12/2006;55629;RI
6423;Bill;Buchanan;Bailard Avenue;22/05/1999;55244;OR
6424;Rutherford;Polk;El Camino Real;25/01/2003;69164;NJ
6425;Warren;McKinley;Jean de la Fontaine;01/04/2004;72567;NJ
6426;Millard;Grant;East Calle Primera;17/05/2006;57741;MI
6427;Grover;Jefferson;Bailard Avenue;08/05/2002;66657;MD
6428;Andrew;Harrison;San Luis Obispo North;21/06/2002;84488;SD
6429;Grover;McKinley;Fairview Avenue;01/10/2005;10683;GA
6430;Zachary;Roosevelt;Greenwood Road;22/12/2004;59081;TN
6431;Theodore;Pierce;Santa Ana Freeway;13/03/2003;93694;KS
6432;Abraham;Nixon;San Luis Obispo North;10/01/2006;51696;IL
6433;Theodore;Eisenhower;Steele Lane;14/06/2003;50174;TX
6434;John;Fillmore;Richmond Hill;15/06/2004;78206;UT
6435;George;Clinton;Newbury Road;14/04/2003;30863;NM
6436;Jimmy;Jackson;Santa Ana Freeway;22/07/2003;76624;MI
6437;Rutherford;Harding;San Ysidro Blvd;22/01/2006;44840;SD
6438;Woodrow;Roosevelt;Grandview Drive;02/07/2005;74789;CA
6439;Jimmy;Monroe;Carpinteria South;19/12/2000;42835;AR
6440;John;Wilson;San Marcos;24/05/2002;99339;IL
6441;Grover;Roosevelt;Harbor Dr;08/11/2001;11799;NJ
6442;Grover;Harrison;North Atherton Street;23/11/1999;95867;OH
6443;Harry;Adams;North Preisker Lane;19/09/2001;80719;MD
6444;Rutherford;Van Buren;Grandview Drive;14/07/2001;40402;HI
6445;Rutherford;Lincoln;Westside Freeway;14/10/2004;97702;NM
6446;Ulysses;Pierce;Calle Real;14/08/1998;62084;VT
6447;William;Van Buren;Tanger Blvd;04/04/2001;28286;KY
6448;Bill;Quincy Adams;North Ventu Park Road;30/09/2001;37117;CA
6449;Grover;Hayes;Harbor Dr;16/08/2001;95013;WA
6450;Ulysses;Cleveland;Corona Del Mar;30/12/2005;93955;ND
6451;Theodore;Ford;San Marcos;02/09/2004;28245;WA
6452;Richard;Harding;S Rustle St;11/09/2006;49765;NV
6453;Ronald;Hoover;Padre Boulevard;21/01/1998;38243;AZ
6454;Thomas;Cleveland;Monroe Street;29/10/2002;28105;AZ
6455;Chester;McKinley;San Diego Freeway;16/07/2000;88476;DE
6456;Martin;Hayes;East Main Street;27/01/2006;97877;NE
6457;Warren;Fillmore;Via Real;31/10/2001;80203;AK
6458;Ulysses;Harrison;East 1st Street;25/06/2001;13521;MT
6459;Chester;Johnson;East Fry Blvd.;25/01/1998;48282;NY
6460;Abraham;Buchanan;Santa Rosa South;24/09/2003;46464;TN
6461;Jimmy;Polk;Bayshore Freeway;19/11/2005;98254;ID
6462;Theodore;Wilson;Calle Real;20/01/2002;27806;DE
6463;Gerald;Taylor;South Roosevelt Drive;10/03/2001;84647;WA
6464;Grover;Polk;Greenwood Road;11/10/2000;22277;VT
6465;Martin;McKinley;Bailard Avenue;16/06/1998;20560;HI
6466;Theodore;Johnson;Bailard Avenue;21/06/2002;23425;RI
6467;Herbert;Harrison;N Harrison St;23/09/2000;48477;SC
6468;John;Grant;Santa Ana Freeway;25/09/2005;20058;UT
6469;Ulysses;Pierce;Tanger Blvd;18/03/2000;62336;NJ
6470;Warren;Jackson;E Fowler Avenue;16/08/1999;73954;IN
6471;James;Taft;Corona Del Mar;27/06/2002;60853;AL
6472;James;Johnson;Tully Road East;27/08/1999;48787;DE
6473;Grover;Pierce;Carpinteria North;17/05/2002;62095;IL
6474;Warren;Madison;Burnett Road;28/06/1999;70337;NE
6475;Millard;Arthur;Jean de la Fontaine;24/05/2001;29289;OH
6476;Jimmy;Harrison;Cabrillo Highway;20/03/2000;97927;OK
6477;Millard;Lincoln;Bayshore Freeway;11/11/2003;77904;TN
6478;William;Johnson;Newbury Road;05/04/2000;47125;WA
6479;Grover;Johnson;Tanger Blvd;14/08/2000;63965;SC
6480;Dwight;Tyler;Monroe Street;27/11/1999;13685;NJ
6481;Gerald;Clinton;Harbor Dr;20/05/2003;83628;MN
6482;Ronald;Eisenhower;Grandview Drive;21/06/2002;58741;SC
6483;Ronald;Cleveland;North Atherton Street;14/09/2003;83993;NV
6484;Andrew;Adams;Bowles Avenue;31/01/2003;95254;UT
6485;Herbert;Pierce;South Highway;01/08/2000;25186;KS
6486;John;Wilson;Lake Tahoe Blvd.;08/02/2001;55714;MS
6487;Ronald;Taylor;Lindbergh Blvd;06/09/2006;53662;TX
6488;James;Hoover;Santa Rosa South;26/02/2000;71068;ID
6489;Jimmy;Reagan;Bowles Avenue;03/03/2006;56794;ID
6490;John;Quincy Adams;Padre Boulevard;02/10/2004;30937;CO
6491;Rutherford;Roosevelt;W. Russell St.;17/03/1999;38680;PA
6492;Richard;Harding;East 1st Street;26/08/2004;55044;KY
6493;Theodore;Monroe;Grandview Drive;10/01/1998;57219;CT
6494;Ulysses;Roosevelt;Fairview Avenue;15/09/2000;75921;AK
6495;James;Washington;N Kentwood;03/09/2001;82436;OH
6496;Andrew;Jefferson;South Highway;31/05/2000;62844;OK
6497;Zachary;Hayes;Via Real;06/05/2003;46035;MI
6498;Jimmy;Washington;Bowles Avenue;02/02/2001;77036;MN
6499;Franklin;Madison;Westside Freeway;09/05/2003;82241;MN
6500;George;Grant;Richmond Hill;25/08/2005;68110;NM
6501;Jimmy;Roosevelt;Steele Lane;29/09/2000;59859;NM
6502;Martin;Polk;Tully Road East;03/01/1999;41764;AZ
6503;Harry;Hoover;Steele Lane;03/07/1999;25589;TN
6504;Zachary;Monroe;Grandview Drive;10/02/2002;58727;KS
6505;Jimmy;Arthur;North Preisker Lane;29/05/2002;28613;TX
6506;Gerald;Van Buren;Cerrillos Road;17/08/2005;64956;MN
6507;Rutherford;Johnson;Cabrillo Highway;03/07/2001;46395;OK
6508;Woodrow;Ford;Milpas Street;15/03/1999;93074;MS
6509;Franklin;Reagan;East 1st Street;13/03/2001;11766;KS
6510;Martin;Polk;South Roosevelt Drive;11/05/2006;25073;IA
6511;Franklin;Carter;Steele Lane;24/12/2001;31245;SC
6512;Bill;Wilson;East Fry Blvd.;31/01/1999;86256;TX
6513;Millard;Ford;Bayshore Freeway;12/10/1998;74597;ND
6514;Grover;Taft;Redwood Highway;05/12/2006;90437;DE
6515;Warren;Hayes;Camelback Rd;04/12/2002;35661;MA
6516;Andrew;Harrison;Apalachee Parkway;02/11/2006;46376;PA
6517;Ronald;Taylor;Corona Del Mar;02/10/2006;74421;ND
6518;Dwight;Quincy Adams;Tanger Blvd;15/07/1998;55486;FL
6519;Franklin;Van Buren;Bailard Avenue;29/10/1998;70332;OH
6520;Dwight;Adams;124th;24/07/2004;40770;IA
6521;George;Monroe;Redwood Highway;11/10/2002;76871;WY
6522;Chester;Van Buren;Milpas Street;16/12/2003;27020;WV
6523;Zachary;Buchanan;N Harrison St;14/10/2004;67376;CO
6524;Ronald;Clinton;Fairview Avenue;05/07/2006;72265;IA
6525;Abraham;Kennedy;Tanger Blvd;08/09/2003;52113;NY
6526;Lyndon;Grant;Erringer Road;10/09/2006;30456;PA
6527;James;Washington;E Fowler Avenue;31/08/2003;26589;KY
6528;Martin;Ford;South Highway;13/03/2006;45425;SC
6529;Abraham;Eisenhower;Bailard Avenue;18/08/2003;21129;NJ
6530;Warren;Lincoln;Harbor Dr;30/01/2006;66072;LA
6531;Herbert;Coolidge;W. Russell St.;04/03/2001;71691;WV
6532;Bill;Johnson;Monroe Street;23/07/2004;92807;AK
6533;Franklin;Buchanan;15th;06/03/2002;21942;NY
6534;Andrew;Garfield;French Camp Turnpike Road;01/06/2000;75254;IA
6535;Bill;Arthur;Burnett Road;11/01/2000;56577;WV
6536;George;Grant;Harbor Dr;15/01/2002;91195;NV
6537;James;Van Buren;Westside Freeway;19/06/2005;75882;WA
6538;James;Truman;Carpinteria Avenue;30/01/2006;86759;MA
6539;Zachary;Truman;Greenwood Road;23/01/2001;71568;ND
6540;Bill;Garfield;East 1st Street;30/09/1999;77874;LA
6541;Ronald;Harrison;Harry S Truman Blvd;24/04/2000;63825;MD
6542;Martin;Reagan;Lindbergh Blvd;05/09/2004;92955;WY
6543;Andrew;Monroe;Harry S Truman Blvd;09/05/2004;49658;IL
6544;Lyndon;Ford;Santa Rosa North;18/07/2000;36859;SC
6545;Martin;Taylor;Burnett Road;01/05/2000;52448;GA
6546;Calvin;Eisenhower;Bailard Avenue;22/02/1998;16070;CT
6547;Andrew;Coolidge;S Rustle St;08/05/2001;92777;TN
6548;Dwight;Clinton;South Highway;22/03/2001;45156;NM
6549;Chester;Buchanan;Erringer Road;30/01/2002;80486;CO
6550;Benjamin;Carter;Via Real;15/11/2000;34450;NE
6551;Abraham;Quincy Adams;Monroe Street;27/12/2002;78017;MD
6552;Franklin;Johnson;Grandview Drive;30/07/2002;59010;VA
6553;Franklin;Roosevelt;Camelback Rd;02/03/2004;34963;CA
6554;William;Eisenhower;East 1st Street;07/11/2004;98803;SD
6555;Grover;Eisenhower;Bowles Avenue;29/10/2004;73908;NM
6556;Gerald;Carter;Woodson Rd.;24/07/2001;60153;NM
6557;Lyndon;Quincy Adams;Santa Ana Freeway;21/05/1999;67467;SD
6558;Ulysses;Washington;South Roosevelt Drive;15/10/1998;78445;NE
6559;Benjamin;Reagan;North Preisker Lane;05/03/2006;36644;GA
6560;Andrew;Roosevelt;Newbury Road;27/05/2001;22057;PA
6561;Herbert;Roosevelt;El Camino Real;29/10/2002;20373;KS
6562;Martin;Harding;Camelback Rd;17/03/2005;87564;KY
6563;Zachary;Reagan;Camelback Rd;16/03/2002;46356;UT
6564;William;Lincoln;San Ysidro Blvd;25/09/2003;56178;ME
6565;Andrew;Harrison;Burnett Road;11/01/1999;23120;NJ
6566;Theodore;Polk;Tully Road East;16/08/2000;91456;AZ
6567;Andrew;Eisenhower;East Calle Primera;30/01/2003;93345;NC
6568;Abraham;Coolidge;South Highway;14/09/2000;18217;IA
6569;Martin;Harding;Richmond Hill;25/01/2006;98435;WV
6570;Millard;Kennedy;North Ventu Park Road;12/08/2006;52778;AK
6571;Zachary;Pierce;Milpas Street;02/02/1999;44338;CT
6572;Harry;Johnson;Harry S Truman Blvd;12/02/2003;14358;MN
6573;Lyndon;Van Buren;Westside Freeway;20/09/2004;38605;MT
6574;Woodrow;Pierce;Monroe Street;26/12/2000;77808;CO
6575;Theodore;Taylor;Monroe Street;04/10/2006;58735;FL
6576;Warren;Jefferson;North Ventu Park Road;22/07/2005;97526;MD
6577;Dwight;Monroe;Padre Boulevard;22/07/2002;91719;NJ
6578;Benjamin;Pierce;San Ysidro Blvd;17/11/1999;22678;AR
6579;Martin;Monroe;East 1st Street;28/12/2006;14872;KY
6580;Richard;Lincoln;East Main Street;02/07/2005;53629;IA
6581;Calvin;Grant;Carpinteria South;31/01/1999;27907;MD
6582;William;Madison;East Fry Blvd.;20/11/2004;89643;NV
6583;Lyndon;Jefferson;North Erringer Road;08/03/2000;16251;ND
6584;James;Ford;Woodson Rd.;15/06/2004;87825;MS
6585;Zachary;Jackson;Cerrillos Road;09/11/2004;95609;SC
6586;Dwight;Carter;Santa Rosa South;18/03/2004;73314;OK
6587;Thomas;Cleveland;124th;06/05/1998;87800;RI
6588;George;Wilson;N Harrison St;28/01/2000;70744;OH
6589;George;Jackson;S Rustle St;19/08/2006;87811;MA
6590;Zachary;Hoover;East Calle Primera;01/10/2000;46917;AZ
6591;John;Harrison;Calle Real;25/03/1999;52127;WY
6592;William;Hayes;San Diego Freeway;15/04/2005;44769;WA
6593;Gerald;Garfield;Carpinteria South;15/06/2004;28300;RI
6594;Ulysses;Ford;Santa Rosa South;29/03/2004;58543;VT
6595;Jimmy;Carter;Newbury Road;18/06/2005;35768;KY
6596;William;Van Buren;Katella Avenue;07/06/2004;10260;WY
6597;Grover;Pierce;Fontaine Road;22/10/2003;47919;AL
6598;Rutherford;Tyler;N Harrison St;23/05/2005;97397;FL
6599;Abraham;Roosevelt;Fairview Avenue;04/09/1998;75427;OK
6600;George;Taylor;Apalachee Parkway;14/05/1999;71828;LA
6601;Richard;Garfield;Via Real;24/09/1998;80804;MN
6602;Millard;Taft;Via Real;29/12/2003;60040;CO
6603;Zachary;Reagan;East 1st Street;05/08/2003;84238;KY
6604;Thomas;Garfield;North Preisker Lane;03/08/2001;44560;MI
6605;Zachary;Hayes;San Ysidro Blvd;10/12/1999;10645;UT
6606;Gerald;Harrison;Lawrenceville Suwanee;17/01/2001;76657;NJ
6607;William;Monroe;San Ysidro Blvd;18/03/1999;88012;TX
6608;Ulysses;Roosevelt;Pacific Hwy S;20/05/2006;50287;KY
6609;Ulysses;Quincy Adams;N Kentwood;20/12/1999;86938;OK
6610;John;Roosevelt;San Marcos;25/11/1999;27289;MO
6611;Gerald;Garfield;Bayshore Freeway;14/11/2000;11480;MN
6612;Zachary;Jefferson;Newbury Road;10/12/2002;33826;CO
6613;Gerald;Harrison;East Fry Blvd.;09/04/2001;81219;TN
6614;Warren;Hayes;Bayshore Freeway;09/05/1998;48092;NY
6615;Benjamin;Lincoln;Milpas Street;06/06/1998;94562;ME
6616;Dwight;Lincoln;Hutchinson Rd;19/06/2002;89239;KS
6617;Jimmy;Clinton;E Fowler Avenue;15/05/1999;63333;CA
6618;Dwight;Buchanan;San Marcos;19/10/1998;47587;TX
6619;Theodore;Buchanan;Fontaine Road;06/05/2002;48587;LA
6620;Rutherford;Grant;Woodson Rd.;25/04/2003;66063;MD
6621;John;Grant;Santa Ana Freeway;14/12/2001;97677;VT
6622;Ulysses;Quincy Adams;East Main Street;07/05/2000;32904;DE
6623;Millard;Madison;Hutchinson Rd;31/10/1999;12573;TN
6624;Dwight;Coolidge;Lake Tahoe Blvd.;15/02/2001;75589;KS
6625;Herbert;Nixon;North Broadway Street;11/01/2003;29440;MS
6626;Franklin;Pierce;North Ventu Park Road;10/12/1999;76042;OH
6627;Abraham;Washington;Woodson Rd.;19/12/2000;69455;AR
6628;Andrew;Adams;Bowles Avenue;06/12/1998;97084;SD
6629;Chester;Monroe;N Harrison St;13/01/2002;80873;NM
6630;Herbert;Madison;Pacific Hwy S;27/06/2002;10109;NY
6631;James;Grant;S Rustle St;28/10/2003;32349;NJ
6632;Thomas;Buchanan;San Marcos;17/04/1999;34057;SD
6633;Zachary;Buchanan;East Calle Primera;17/12/2004;97518;WY
6634;Rutherford;Monroe;San Luis Obispo North;23/12/2003;25581;KS
6635;Millard;Reagan;Santa Monica Road;05/08/2004;40797;AK
6636;Theodore;Lincoln;Bowles Avenue;01/06/2005;40509;NE
6637;John;Garfield;East Main Street;27/06/1998;54473;TX
6638;Thomas;Taft;Harry S Truman Blvd;16/08/2001;96540;UT
6639;John;Wilson;East 1st Street;21/09/1998;77011;MT
6640;Millard;Fillmore;Fairview Avenue;17/04/2004;37174;VT
6641;Herbert;Carter;W. Russell St.;29/01/2005;22631;LA
6642;James;Lincoln;Erringer Road;20/12/2003;36933;TX
6643;John;Grant;Bailard Avenue;02/01/2000;22131;WI
6644;Dwight;Washington;Lindbergh Blvd;23/10/2003;37781;TN
6645;Warren;Carter;Pacific Hwy S;02/03/2003;44950;LA
6646;Theodore;Coolidge;W. Russell St.;07/01/2005;96831;UT
6647;Calvin;Pierce;Steele Lane;26/09/2005;72482;KS
6648;Jimmy;Adams;San Simeon;15/11/2006;25287;AZ
6649;George;Madison;Cabrillo Highway;16/03/2000;12669;MA
6650;Herbert;Cleveland;124th;18/05/2003;28652;FL
6651;Chester;Fillmore;N Kentwood;07/11/2006;75803;WI
6652;James;Taylor;Newbury Road;20/07/2003;98149;ID
6653;Calvin;Madison;Redwood Highway;07/11/2006;81595;SD
6654;Ulysses;Grant;East 1st Street;06/05/2003;43437;NM
6655;Martin;Fillmore;Timberlane Drive;02/01/1998;37512;MA
6656;Jimmy;Truman;Monroe Street;06/03/1999;76553;ID
6657;Ulysses;Fillmore;Cabrillo Highway;23/01/2002;98328;OK
6658;Andrew;Roosevelt;Carpinteria South;28/01/1998;57093;IN
6659;Benjamin;Cleveland;Greenwood Road;22/09/2005;86954;UT
6660;Lyndon;Tyler;North Erringer Road;26/06/2006;98677;CO
6661;Zachary;Washington;15th;23/03/2006;16512;SC
6662;Thomas;Taylor;Carpinteria North;02/09/2006;16630;NH
6663;Dwight;Fillmore;Grandview Drive;20/07/1999;83650;GA
6664;Richard;Lincoln;French Camp Turnpike Road;30/09/2001;46936;MS
6665;George;Carter;San Diego Freeway;15/04/2001;43110;CA
6666;Thomas;Harrison;East Main Street;04/05/2003;46428;OR
6667;Calvin;Fillmore;W. Russell St.;10/02/2001;33549;NY
6668;Franklin;Johnson;Fontaine Road;14/11/2006;54236;ME
6669;George;Pierce;French Camp Turnpike Road;15/11/2003;64616;NE
6670;Andrew;Harrison;Santa Rosa South;26/06/1999;54481;NV
6671;Andrew;Harrison;Jones Road;22/04/2004;55269;MD
6672;Calvin;Harrison;N Kentwood;20/07/2000;20220;LA
6673;Gerald;Jackson;Monroe Street;01/06/2003;63339;AR
6674;George;Fillmore;El Camino Real;09/11/1999;58645;MN
6675;Andrew;Polk;Moreno Drive;25/05/2003;76360;AK
6676;Abraham;Quincy Adams;Erringer Road;15/05/2000;27520;NM
6677;Martin;Taft;Steele Lane;14/04/1999;83631;WI
6678;Thomas;McKinley;Camelback Rd;31/08/2003;62888;MI
6679;Woodrow;Coolidge;Timberlane Drive;17/02/2003;69546;MT
6680;Millard;Fillmore;N Kentwood;11/12/2000;38004;NJ
6681;James;Taft;Cabrillo Highway;22/11/2001;18149;IN
6682;Warren;Taylor;15th;16/09/2005;23540;FL
6683;Jimmy;Roosevelt;Padre Boulevard;17/11/2001;18973;IL
6684;Martin;Jefferson;East Main Street;16/01/2002;39026;ND
6685;James;Harding;Moreno Drive;07/11/2006;24098;PA
6686;Ulysses;Madison;Tanger Blvd;04/07/2006;85548;MS
6687;Chester;Cleveland;French Camp Turnpike Road;05/10/2001;66473;ND
6688;Theodore;Truman;Burnett Road;14/09/2000;99687;ME
6689;Franklin;Truman;N Kentwood;27/01/2005;39487;AK
6690;Warren;Coolidge;Lake Tahoe Blvd.;28/05/2004;98723;NV
6691;Ulysses;Polk;Jones Road;05/10/2000;27792;IA
6692;Grover;Buchanan;North Erringer Road;14/05/2001;67069;KS
6693;Ronald;Tyler;Lake Tahoe Blvd.;23/11/2001;19371;HI
6694;Herbert;Reagan;Jean de la Fontaine;18/09/2005;33983;OR
6695;Ronald;Arthur;Padre Boulevard;10/11/2002;78857;IN
6696;John;Roosevelt;North Preisker Lane;01/01/1999;72496;TN
6697;William;Harrison;Westside Freeway;20/03/2000;82109;AR
6698;Benjamin;Eisenhower;East Main Street;04/11/1998;39616;RI
6699;Franklin;Monroe;Tanger Blvd;26/02/2001;92024;MT
6700;Rutherford;Clinton;N Kentwood;22/03/1998;47774;SD
6701;Warren;Adams;Harbor Dr;13/08/2001;25611;NM
6702;Bill;Fillmore;Santa Ana Freeway;23/05/2000;47518;FL
6703;John;Washington;Katella Avenue;27/12/2005;52317;WA
6704;Lyndon;Lincoln;South Highway;01/06/2005;51457;AL
6705;John;Buchanan;Milpas Street;26/06/1998;13587;MN
6706;Woodrow;Taylor;Bowles Avenue;28/04/2002;99454;OR
6707;Chester;Arthur;Jean de la Fontaine;27/01/2001;23691;MA
6708;Harry;Kennedy;San Marcos;20/11/2002;55077;MS
6709;Ronald;Tyler;Tully Road East;18/02/2002;91796;NV
6710;Theodore;Harrison;East 1st Street;19/01/2000;43294;NV
6711;Benjamin;Jefferson;East Calle Primera;14/08/1998;25279;CO
6712;Jimmy;Hayes;Timberlane Drive;11/12/2003;89415;TN
6713;Jimmy;Harding;Bowles Avenue;11/12/1998;64303;CO
6714;Calvin;Jefferson;Santa Ana Freeway;28/07/2002;39284;MT
6715;Richard;Harrison;Carpinteria North;10/06/2004;87635;WV
6716;Warren;Arthur;Katella Avenue;23/01/2000;30731;MS
6717;Grover;Madison;120th;20/06/2005;89717;LA
6718;Calvin;Polk;N Harrison St;08/08/2006;76270;KS
6719;Ronald;Kennedy;Bayshore Freeway;13/02/2001;38990;NM
6720;John;Adams;Santa Rosa North;22/12/2006;17028;CA
6721;Thomas;Arthur;Lindbergh Blvd;29/07/2006;17454;MS
6722;Woodrow;Monroe;Carpinteria South;13/09/2006;27965;WI
6723;Thomas;McKinley;East Calle Primera;01/02/2003;11499;NE
6724;Rutherford;Harrison;Bowles Avenue;02/11/2002;54297;WA
6725;Ulysses;Coolidge;Corona Del Mar;23/07/2001;73976;NE
6726;Franklin;Reagan;Hutchinson Rd;19/05/2005;69203;FL
6727;Thomas;Van Buren;North Broadway Street;11/10/2003;47502;GA
6728;Lyndon;Hoover;Tully Road East;25/04/2001;72768;VT
6729;Millard;Arthur;Apalachee Parkway;06/04/2005;19047;NM
6730;Harry;Lincoln;Westside Freeway;31/03/2005;12172;MN
6731;Bill;Kennedy;Harry S Truman Blvd;28/09/2003;65750;IA
6732;Bill;Truman;Harbor Dr;22/09/1998;73152;NE
6733;Harry;McKinley;El Camino Real;25/03/2004;11985;SD
6734;Richard;Buchanan;Santa Rosa South;11/02/2001;82678;MO
6735;James;Kennedy;Santa Rosa North;11/10/2002;97685;WY
6736;Richard;Hayes;Calle Real;01/03/2002;92911;NC
6737;Harry;Polk;North Erringer Road;19/10/2002;37905;DE
6738;Ulysses;Johnson;Lake Tahoe Blvd.;21/02/1999;76388;ND
6739;Rutherford;Johnson;Burnett Road;18/01/2001;73660;NV
6740;Zachary;Madison;Burnett Road;18/08/2003;82483;OH
6741;Warren;Madison;Erringer Road;26/03/2006;53976;CA
6742;Ulysses;Cleveland;Katella Avenue;10/12/1999;45085;NJ
6743;Ronald;Harding;Camelback Rd;20/03/2000;59216;NJ
6744;Lyndon;Quincy Adams;Fontaine Road;21/02/1999;51553;NH
6745;James;Roosevelt;Grandview Drive;14/11/2003;45662;VA
6746;Gerald;Johnson;Santa Rosa North;20/09/1999;82914;MS
6747;Bill;Van Buren;124th;22/07/2004;41314;NJ
6748;Jimmy;Buchanan;Woodson Rd.;14/11/1998;35290;GA
6749;Calvin;Pierce;Cerrillos Road;19/03/2006;82982;ME
6750;Ronald;Clinton;120th;25/05/2000;22628;GA
6751;Thomas;Arthur;Santa Rosa South;03/02/2004;74592;CT
6752;Ulysses;Harrison;W. Russell St.;06/04/2001;60606;WV
6753;Dwight;Eisenhower;South Highway;31/01/2001;16759;VT
6754;William;Pierce;Grandview Drive;24/09/2001;31852;GA
6755;Benjamin;Tyler;Jones Road;19/09/2002;67612;NC
6756;Lyndon;Quincy Adams;Lake Tahoe Blvd.;02/03/2003;22389;KY
6757;Grover;Harrison;15th;24/09/1999;74861;AZ
6758;Theodore;Monroe;Monroe Street;09/06/2002;39320;TN
6759;Ulysses;Jackson;N Kentwood;25/04/2001;19116;VA
6760;Grover;Hayes;Apalachee Parkway;15/12/2000;99781;SC
6761;Rutherford;Madison;Milpas Street;13/12/2001;18459;ND
6762;Abraham;Buchanan;Bayshore Freeway;30/04/2001;61130;ME
6763;Harry;Grant;Richmond Hill;21/11/1998;74265;ND
6764;Woodrow;Hoover;W. Russell St.;26/08/2000;92403;PA
6765;Herbert;Fillmore;Jones Road;27/03/2006;98276;NM
6766;Theodore;Hayes;120th;03/06/1998;76995;WV
6767;Warren;Hayes;Newbury Road;09/09/2002;40904;NC
6768;Theodore;Cleveland;San Simeon;20/01/2001;16616;OK
6769;Warren;Hoover;Bowles Avenue;17/11/2001;30830;AL
6770;William;Harding;South Highway;25/01/2005;86484;WI
6771;Benjamin;Grant;Fontaine Road;04/05/2002;75797;FL
6772;Ulysses;Wilson;Bowles Avenue;10/11/2003;71771;WY
6773;Harry;Hayes;Burnett Road;07/02/2006;44700;MT
6774;Thomas;McKinley;Jean de la Fontaine;07/02/2000;75289;MT
6775;Herbert;Garfield;Carpinteria South;10/12/2006;20890;FL
6776;Richard;Madison;W. Russell St.;17/10/2005;66453;OR
6777;Warren;Hoover;Santa Monica Road;12/03/2002;36757;NC
6778;William;Roosevelt;Bailard Avenue;03/12/2002;71458;WV
6779;Thomas;Ford;Redwood Highway;28/03/2001;89547;WI
6780;Dwight;Madison;Corona Del Mar;26/09/1999;14740;TN
6781;Ronald;Johnson;San Ysidro Blvd;10/08/2003;78426;NJ
6782;Thomas;Polk;Lawrenceville Suwanee;27/08/2002;21659;RI
6783;Ulysses;Truman;Woodson Rd.;12/09/2000;22812;KS
6784;Chester;Jefferson;Carpinteria North;28/10/2002;12447;DE
6785;Martin;McKinley;Bayshore Freeway;12/02/2001;21934;DE
6786;Woodrow;Harding;North Ventu Park Road;03/04/2004;27413;WA
6787;Dwight;Hayes;Carpinteria Avenue;01/09/1998;45659;VA
6788;Bill;Monroe;South Highway;14/08/2003;23378;RI
6789;Theodore;Polk;Carpinteria Avenue;05/12/1999;96556;AL
6790;Zachary;Johnson;Pacific Hwy S;25/08/2002;41369;OH
6791;Rutherford;Tyler;Lindbergh Blvd;26/06/2003;23230;MO
6792;Bill;Kennedy;East Fry Blvd.;12/03/1999;25570;KY
6793;Zachary;Buchanan;Lindbergh Blvd;15/10/2002;64871;IA
6794;Thomas;Lincoln;San Ysidro Blvd;05/11/2001;13523;MT
6795;Grover;Nixon;Moreno Drive;11/08/2003;57096;NY
6796;Benjamin;Washington;South Highway;08/04/2005;67558;ME
6797;Bill;Monroe;San Simeon;22/02/2002;89006;DE
6798;Benjamin;Harrison;San Ysidro Blvd;26/01/1998;37499;CO
6799;Dwight;Hoover;Erringer Road;28/09/2004;91508;DE
6800;Martin;Hoover;Santa Monica Road;09/05/2003;54604;KS
6801;Gerald;McKinley;Moreno Drive;30/03/1999;66890;HI
6802;Lyndon;Hoover;Bowles Avenue;18/11/1998;46771;OK
6803;Abraham;Hoover;North Atherton Street;15/12/2003;59636;NE
6804;Lyndon;Hoover;Westside Freeway;05/11/2004;74968;NJ
6805;Woodrow;Truman;San Luis Obispo North;04/04/2005;48499;OR
